hi_rank,lo_rank,is_pair,is_suited,is_connector,is_broadway,position,stack_bb,push_label
10,6,0,0,0,0,BB,8,0
13,8,0,0,0,0,MP,100,0
11,8,0,0,0,0,SB,100,0
9,4,0,0,0,0,SB,80,0
13,8,0,0,0,0,UTG,12,0
6,3,0,0,0,0,CO,7,0
11,9,0,1,0,0,CO,15,0
10,8,0,0,0,0,CO,9,0
14,12,0,0,0,1,BB,12,0
11,8,0,0,0,0,SB,80,0
14,3,0,0,0,0,SB,40,0
13,9,0,0,0,0,BTN,80,0
12,2,0,1,0,0,CO,60,0
11,8,0,1,0,0,CO,10,0
10,4,0,0,0,0,BTN,9,0
14,12,0,0,0,1,CO,60,0
13,11,0,0,0,1,SB,4,1
3,2,0,0,1,0,MP,20,0
9,8,0,0,1,0,CO,40,0
14,7,0,0,0,0,UTG,15,0
9,3,0,0,0,0,SB,15,0
9,7,0,0,0,0,BTN,80,0
14,4,0,0,0,0,MP,5,0
13,7,0,0,0,0,BB,5,0
7,6,0,0,1,0,BB,40,0
14,3,0,0,0,0,CO,4,0
12,3,0,0,0,0,UTG,4,0
12,11,0,1,1,1,BTN,25,1
14,4,0,0,0,0,BTN,6,1
8,2,0,0,0,0,CO,4,0
7,2,0,0,0,0,BB,80,0
8,2,0,0,0,0,SB,25,0
11,3,0,1,0,0,BB,5,0
10,7,0,0,0,0,MP,10,0
12,2,0,0,0,0,UTG,8,0
9,2,0,0,0,0,BB,8,0
14,10,0,1,0,1,BTN,40,1
4,3,0,0,1,0,MP,15,0
9,8,0,0,1,0,UTG,8,0
6,5,0,1,1,0,BTN,80,0
4,4,1,0,0,0,SB,7,1
12,4,0,0,0,0,CO,10,0
8,2,0,1,0,0,BTN,6,0
8,8,1,0,0,0,UTG,25,0
14,2,0,0,1,0,SB,10,1
4,3,0,0,1,0,MP,5,0
13,6,0,0,0,0,BB,40,0
14,8,0,0,0,0,BB,8,0
13,9,0,1,0,0,MP,10,0
13,5,0,0,0,0,MP,6,0
13,11,0,1,0,1,BTN,30,1
14,3,0,0,0,0,UTG,7,0
12,7,0,0,0,0,MP,60,0
14,8,0,0,0,0,UTG,60,0
10,8,0,0,0,0,BB,30,0
9,6,0,0,0,0,BTN,60,0
7,4,0,0,0,0,BTN,7,0
8,3,0,0,0,0,BB,20,0
13,12,0,1,1,1,UTG,6,0
11,9,0,0,0,0,SB,80,0
10,5,0,0,0,0,UTG,9,0
9,3,0,0,0,0,MP,40,0
13,4,0,1,0,0,MP,9,0
7,5,0,1,0,0,CO,10,0
11,2,0,0,0,0,SB,40,0
10,4,0,0,0,0,SB,10,0
12,3,0,0,0,0,MP,60,0
14,4,0,0,0,0,MP,30,0
10,8,0,0,0,0,UTG,100,0
4,4,1,0,0,0,BB,40,0
9,9,1,0,0,0,SB,100,1
12,10,0,0,0,1,MP,15,0
4,2,0,0,0,0,SB,25,0
12,5,0,1,0,0,SB,9,1
8,2,0,1,0,0,SB,25,0
12,8,0,0,0,0,BTN,6,1
7,6,0,1,1,0,BB,100,0
6,5,0,0,1,0,CO,25,0
7,5,0,1,0,0,BTN,12,1
11,2,0,0,0,0,CO,40,0
8,4,0,1,0,0,BTN,7,1
9,2,0,0,0,0,MP,4,0
11,9,0,0,0,0,BB,12,0
11,5,0,0,0,0,CO,30,0
12,10,0,0,0,1,UTG,6,0
12,11,0,0,1,1,BB,40,0
6,2,0,1,0,0,BTN,8,0
8,7,0,0,1,0,UTG,5,0
5,4,0,0,1,0,BTN,15,0
12,6,0,0,0,0,BTN,100,0
11,6,0,0,0,0,UTG,30,0
12,2,0,0,0,0,MP,9,0
3,2,0,0,1,0,SB,4,0
8,4,0,0,0,0,SB,20,0
14,2,0,0,1,0,BB,9,0
5,4,0,1,1,0,CO,20,0
7,4,0,0,0,0,SB,20,0
13,8,0,0,0,0,BB,15,0
14,14,1,0,0,1,UTG,20,0
6,5,0,0,1,0,BTN,8,0
8,5,0,1,0,0,MP,4,0
4,3,0,0,1,0,BB,5,0
8,5,0,1,0,0,UTG,6,0
4,2,0,0,0,0,BB,9,0
11,4,0,0,0,0,BTN,20,0
11,2,0,1,0,0,BB,4,0
10,7,0,0,0,0,BTN,15,0
12,2,0,0,0,0,MP,9,0
13,7,0,0,0,0,BTN,30,0
8,6,0,1,0,0,BTN,12,1
14,6,0,0,0,0,MP,40,0
12,8,0,0,0,0,BB,5,0
13,6,0,0,0,0,BTN,25,0
13,2,0,0,0,0,UTG,40,0
14,2,0,1,1,0,BB,100,0
10,5,0,0,0,0,MP,4,0
14,4,0,1,0,0,BB,6,0
11,4,0,1,0,0,SB,100,0
14,11,0,0,0,1,SB,25,1
14,3,0,0,0,0,SB,60,0
4,3,0,0,1,0,CO,4,0
10,2,0,0,0,0,UTG,7,0
12,8,0,0,0,0,BTN,30,0
3,3,1,0,0,0,CO,8,0
13,10,0,0,0,1,CO,40,0
7,6,0,1,1,0,MP,100,0
5,4,0,1,1,0,MP,40,0
5,5,1,0,0,0,CO,60,0
10,2,0,1,0,0,SB,60,0
14,11,0,0,0,1,MP,40,0
12,8,0,0,0,0,SB,40,0
12,6,0,0,0,0,BTN,6,1
14,5,0,0,0,0,BB,12,0
14,5,0,0,0,0,BTN,12,1
13,8,0,1,0,0,UTG,5,0
14,6,0,0,0,0,SB,10,1
9,4,0,0,0,0,BTN,40,0
14,8,0,0,0,0,BB,15,0
13,7,0,0,0,0,BTN,5,1
6,3,0,0,0,0,BB,40,0
13,3,0,1,0,0,CO,80,0
12,4,0,0,0,0,MP,4,0
6,4,0,0,0,0,UTG,7,0
12,5,0,0,0,0,CO,80,0
7,3,0,0,0,0,MP,7,0
9,9,1,0,0,0,CO,80,0
13,7,0,0,0,0,SB,4,1
9,3,0,1,0,0,SB,9,0
14,14,1,0,0,1,SB,12,1
10,3,0,0,0,0,BB,60,0
12,11,0,0,1,1,SB,15,1
12,3,0,0,0,0,BB,4,0
7,3,0,0,0,0,MP,6,0
10,4,0,0,0,0,MP,9,0
10,3,0,1,0,0,SB,6,1
11,11,1,0,0,1,CO,7,0
13,12,0,0,1,1,BTN,30,1
11,7,0,0,0,0,CO,40,0
14,8,0,0,0,0,SB,7,1
9,2,0,0,0,0,BB,30,0
10,3,0,0,0,0,UTG,8,0
10,4,0,0,0,0,MP,5,0
13,11,0,0,0,1,UTG,60,0
9,3,0,0,0,0,SB,7,0
9,4,0,0,0,0,MP,80,0
12,9,0,1,0,0,CO,15,0
14,6,0,1,0,0,MP,4,0
14,9,0,1,0,0,CO,30,0
14,5,0,0,0,0,SB,15,1
10,10,1,0,0,1,MP,12,0
4,2,0,1,0,0,BB,10,0
11,2,0,0,0,0,SB,60,0
12,4,0,0,0,0,UTG,6,0
12,6,0,0,0,0,BB,15,0
11,9,0,0,0,0,SB,100,0
13,6,0,1,0,0,BB,20,0
6,2,0,1,0,0,MP,12,0
11,2,0,1,0,0,BB,15,0
7,5,0,0,0,0,MP,5,0
14,9,0,0,0,0,UTG,12,0
10,9,0,0,1,0,SB,30,1
11,6,0,0,0,0,SB,4,1
14,6,0,1,0,0,SB,7,1
13,12,0,0,1,1,BTN,80,0
14,4,0,0,0,0,SB,80,0
13,2,0,0,0,0,SB,30,0
10,6,0,0,0,0,BB,10,0
8,7,0,1,1,0,UTG,4,0
10,7,0,0,0,0,SB,7,1
13,5,0,0,0,0,BTN,8,1
13,13,1,0,0,1,MP,60,0
11,3,0,0,0,0,SB,30,0
13,12,0,1,1,1,UTG,100,0
10,8,0,0,0,0,BTN,20,0
11,3,0,0,0,0,BB,20,0
11,2,0,0,0,0,UTG,4,0
7,3,0,0,0,0,BTN,80,0
7,4,0,1,0,0,BTN,20,0
5,5,1,0,0,0,SB,40,1
14,13,0,0,1,1,MP,25,0
5,2,0,0,0,0,UTG,80,0
6,3,0,0,0,0,SB,30,0
11,6,0,1,0,0,MP,25,0
12,4,0,1,0,0,UTG,7,0
14,6,0,0,0,0,SB,80,0
6,5,0,0,1,0,CO,12,0
14,13,0,0,1,1,BB,5,0
12,2,0,1,0,0,UTG,4,0
7,3,0,1,0,0,BB,60,0
11,8,0,0,0,0,CO,30,0
9,7,0,1,0,0,BB,10,0
13,11,0,1,0,1,MP,80,0
11,10,0,0,1,1,SB,40,1
9,4,0,0,0,0,CO,6,0
10,4,0,0,0,0,CO,10,0
12,9,0,0,0,0,CO,12,0
11,7,0,1,0,0,SB,8,1
14,3,0,0,0,0,BB,4,0
8,7,0,0,1,0,MP,5,0
13,8,0,0,0,0,UTG,25,0
13,8,0,0,0,0,SB,8,1
5,2,0,1,0,0,BB,7,0
14,7,0,1,0,0,BTN,15,1
10,2,0,0,0,0,MP,25,0
8,2,0,0,0,0,CO,80,0
14,5,0,0,0,0,UTG,6,0
5,2,0,0,0,0,CO,4,0
11,10,0,0,1,1,CO,20,0
13,3,0,0,0,0,UTG,25,0
11,3,0,0,0,0,UTG,8,0
12,2,0,0,0,0,CO,4,0
10,5,0,0,0,0,MP,8,0
11,5,0,1,0,0,MP,4,0
13,8,0,0,0,0,SB,6,1
9,6,0,0,0,0,BB,4,0
13,10,0,0,0,1,BTN,5,1
10,8,0,0,0,0,MP,12,0
3,2,0,1,1,0,UTG,100,0
7,2,0,0,0,0,BB,5,0
13,3,0,0,0,0,SB,7,1
11,9,0,0,0,0,MP,12,0
8,7,0,0,1,0,MP,15,0
10,3,0,0,0,0,CO,100,0
11,3,0,1,0,0,CO,6,0
13,4,0,0,0,0,SB,60,0
14,11,0,0,0,1,BB,9,0
12,5,0,0,0,0,BB,30,0
14,7,0,1,0,0,BTN,8,1
10,8,0,0,0,0,BB,40,0
11,8,0,0,0,0,UTG,4,0
10,8,0,0,0,0,BB,7,0
13,7,0,0,0,0,MP,15,0
13,8,0,0,0,0,UTG,80,0
10,4,0,0,0,0,BB,9,0
7,7,1,0,0,0,MP,100,0
12,5,0,0,0,0,MP,15,0
10,9,0,0,1,0,BTN,8,1
8,2,0,0,0,0,UTG,5,0
14,13,0,0,1,1,MP,8,0
13,3,0,0,0,0,UTG,25,0
14,2,0,0,1,0,UTG,4,0
8,4,0,0,0,0,MP,5,0
10,7,0,0,0,0,MP,4,0
6,2,0,1,0,0,BB,4,0
13,8,0,0,0,0,BB,9,0
13,3,0,1,0,0,BB,7,0
9,2,0,0,0,0,CO,4,0
10,4,0,0,0,0,BTN,25,0
11,9,0,1,0,0,BTN,60,1
14,10,0,1,0,1,MP,40,0
6,6,1,0,0,0,BB,80,0
14,6,0,0,0,0,BTN,9,1
8,7,0,0,1,0,MP,10,0
13,13,1,0,0,1,BTN,60,1
8,4,0,0,0,0,MP,60,0
11,9,0,0,0,0,SB,60,0
9,7,0,0,0,0,BB,7,0
14,5,0,0,0,0,UTG,15,0
13,8,0,0,0,0,BTN,9,1
8,7,0,0,1,0,BB,6,0
9,9,1,0,0,0,SB,25,1
7,3,0,0,0,0,BB,9,0
13,11,0,1,0,1,BB,40,0
11,11,1,0,0,1,CO,9,0
14,4,0,0,0,0,UTG,60,0
9,9,1,0,0,0,UTG,5,0
11,8,0,0,0,0,SB,20,0
8,3,0,1,0,0,MP,7,0
13,5,0,0,0,0,UTG,25,0
13,5,0,0,0,0,CO,8,0
7,5,0,0,0,0,CO,9,0
11,9,0,0,0,0,UTG,10,0
8,8,1,0,0,0,BB,40,0
14,5,0,0,0,0,UTG,8,0
14,3,0,1,0,0,SB,12,1
14,13,0,0,1,1,CO,30,0
13,2,0,1,0,0,SB,80,0
8,5,0,0,0,0,SB,9,0
10,7,0,0,0,0,CO,20,0
9,5,0,0,0,0,BB,80,0
5,5,1,0,0,0,BB,25,0
5,5,1,0,0,0,CO,40,0
10,4,0,0,0,0,UTG,25,0
14,8,0,0,0,0,CO,25,0
13,12,0,1,1,1,BB,8,0
10,5,0,0,0,0,BTN,15,0
12,6,0,0,0,0,CO,20,0
11,10,0,0,1,1,MP,5,0
12,9,0,0,0,0,BB,40,0
13,5,0,0,0,0,UTG,7,0
9,8,0,0,1,0,BTN,7,1
12,12,1,0,0,1,CO,12,0
9,4,0,1,0,0,BB,12,0
13,2,0,1,0,0,SB,9,1
7,6,0,0,1,0,CO,8,0
14,13,0,0,1,1,MP,10,0
14,12,0,0,0,1,SB,20,1
12,7,0,0,0,0,BB,30,0
13,4,0,0,0,0,UTG,100,0
10,6,0,0,0,0,MP,60,0
11,3,0,0,0,0,BTN,5,1
9,5,0,1,0,0,SB,100,0
9,2,0,0,0,0,UTG,25,0
4,3,0,0,1,0,BB,10,0
11,2,0,0,0,0,CO,12,0
8,5,0,0,0,0,UTG,8,0
13,10,0,1,0,1,CO,60,0
8,8,1,0,0,0,SB,80,1
9,6,0,1,0,0,UTG,5,0
10,4,0,0,0,0,UTG,25,0
10,9,0,0,1,0,CO,12,0
6,5,0,0,1,0,BTN,25,0
14,13,0,0,1,1,SB,100,1
12,7,0,1,0,0,UTG,30,0
10,4,0,0,0,0,CO,30,0
8,6,0,0,0,0,SB,40,0
10,4,0,1,0,0,BB,7,0
12,7,0,0,0,0,SB,9,1
14,9,0,0,0,0,MP,100,0
12,6,0,0,0,0,UTG,15,0
14,4,0,0,0,0,UTG,4,0
14,6,0,1,0,0,CO,8,0
12,3,0,0,0,0,SB,8,0
12,9,0,0,0,0,UTG,80,0
10,5,0,1,0,0,CO,10,0
10,7,0,0,0,0,BTN,12,0
11,8,0,1,0,0,UTG,100,0
14,5,0,0,0,0,BB,25,0
14,8,0,0,0,0,BTN,6,1
9,2,0,0,0,0,SB,8,0
6,3,0,0,0,0,SB,12,0
11,10,0,0,1,1,CO,4,0
13,4,0,0,0,0,BTN,12,1
8,6,0,0,0,0,BB,25,0
10,4,0,1,0,0,MP,5,0
8,7,0,0,1,0,BB,80,0
8,3,0,0,0,0,SB,25,0
12,10,0,1,0,1,MP,25,0
14,5,0,0,0,0,BB,60,0
5,3,0,0,0,0,MP,10,0
5,4,0,0,1,0,BB,5,0
10,3,0,1,0,0,CO,100,0
11,10,0,0,1,1,CO,30,0
7,5,0,0,0,0,UTG,10,0
7,3,0,0,0,0,SB,60,0
8,3,0,0,0,0,SB,60,0
9,5,0,0,0,0,MP,12,0
12,10,0,0,0,1,BTN,100,0
12,10,0,0,0,1,BB,7,0
10,8,0,1,0,0,SB,6,1
11,2,0,0,0,0,UTG,25,0
10,7,0,0,0,0,CO,8,0
13,9,0,0,0,0,MP,25,0
5,2,0,0,0,0,UTG,20,0
8,8,1,0,0,0,UTG,20,0
10,4,0,1,0,0,SB,4,1
13,6,0,0,0,0,SB,20,0
12,10,0,0,0,1,UTG,5,0
5,4,0,0,1,0,CO,9,0
8,4,0,1,0,0,BTN,10,1
14,9,0,1,0,0,MP,100,0
9,7,0,0,0,0,SB,20,0
8,2,0,0,0,0,UTG,4,0
13,10,0,0,0,1,BB,8,0
10,7,0,0,0,0,UTG,60,0
12,5,0,0,0,0,CO,12,0
12,8,0,1,0,0,UTG,6,0
6,5,0,1,1,0,CO,30,0
10,8,0,0,0,0,SB,9,1
10,5,0,1,0,0,SB,20,0
11,7,0,0,0,0,CO,20,0
7,5,0,0,0,0,CO,100,0
3,2,0,0,1,0,MP,12,0
5,4,0,0,1,0,BB,12,0
8,2,0,0,0,0,BB,15,0
13,3,0,1,0,0,CO,100,0
10,8,0,0,0,0,BTN,8,1
11,5,0,0,0,0,CO,30,0
10,5,0,0,0,0,CO,9,0
11,11,1,0,0,1,BTN,20,1
7,7,1,0,0,0,UTG,40,0
7,2,0,0,0,0,UTG,100,0
6,5,0,0,1,0,BB,25,0
11,2,0,1,0,0,MP,40,0
12,3,0,0,0,0,MP,15,0
11,7,0,0,0,0,UTG,15,0
13,6,0,0,0,0,CO,60,0
14,3,0,0,0,0,BTN,9,1
10,3,0,0,0,0,UTG,6,0
13,4,0,1,0,0,MP,9,0
3,2,0,1,1,0,SB,25,0
12,12,1,0,0,1,SB,12,1
10,9,0,1,1,0,UTG,20,0
9,3,0,0,0,0,CO,15,0
14,7,0,0,0,0,UTG,25,0
9,7,0,1,0,0,BB,12,0
13,5,0,0,0,0,UTG,8,0
9,3,0,0,0,0,BTN,40,0
4,2,0,0,0,0,BB,20,0
10,7,0,0,0,0,CO,25,0
6,5,0,1,1,0,SB,20,1
14,7,0,0,0,0,CO,5,0
13,10,0,0,0,1,MP,25,0
6,2,0,0,0,0,BTN,15,0
7,2,0,1,0,0,UTG,9,0
4,3,0,0,1,0,CO,30,0
6,3,0,0,0,0,BTN,10,0
8,4,0,0,0,0,CO,30,0
7,6,0,0,1,0,MP,25,0
13,4,0,0,0,0,UTG,40,0
14,7,0,0,0,0,BB,25,0
6,2,0,0,0,0,CO,60,0
13,8,0,0,0,0,BB,20,0
12,5,0,1,0,0,BTN,30,0
10,3,0,0,0,0,UTG,80,0
13,2,0,1,0,0,MP,5,0
11,9,0,1,0,0,CO,7,0
11,10,0,0,1,1,SB,100,0
6,3,0,0,0,0,CO,30,0
6,3,0,1,0,0,UTG,20,0
12,12,1,0,0,1,CO,9,0
14,9,0,1,0,0,UTG,100,0
11,6,0,0,0,0,BTN,80,0
5,3,0,1,0,0,BTN,7,1
10,6,0,0,0,0,BTN,4,1
8,4,0,1,0,0,UTG,10,0
12,12,1,0,0,1,MP,100,0
12,5,0,1,0,0,MP,4,0
11,2,0,0,0,0,BTN,30,0
10,10,1,0,0,1,BB,6,0
13,7,0,0,0,0,UTG,9,0
11,3,0,0,0,0,CO,9,0
8,5,0,1,0,0,MP,60,0
11,6,0,0,0,0,BTN,30,0
14,6,0,0,0,0,BTN,6,1
11,9,0,1,0,0,BTN,5,1
2,2,1,0,0,0,SB,20,1
10,3,0,0,0,0,SB,20,0
14,2,0,1,1,0,BTN,100,0
3,3,1,0,0,0,BB,25,0
12,5,0,0,0,0,BB,8,0
6,2,0,0,0,0,CO,40,0
13,7,0,0,0,0,SB,7,1
12,6,0,0,0,0,UTG,12,0
13,7,0,0,0,0,UTG,4,0
8,3,0,0,0,0,BB,8,0
11,2,0,1,0,0,MP,10,0
10,5,0,1,0,0,MP,80,0
12,2,0,0,0,0,BB,10,0
12,9,0,0,0,0,MP,40,0
8,3,0,1,0,0,SB,4,0
12,4,0,0,0,0,BTN,4,1
8,4,0,1,0,0,UTG,30,0
10,5,0,0,0,0,BTN,15,0
8,5,0,1,0,0,BB,5,0
12,8,0,0,0,0,BTN,80,0
11,11,1,0,0,1,BTN,6,1
5,5,1,0,0,0,UTG,30,0
9,7,0,1,0,0,BB,10,0
9,6,0,0,0,0,CO,6,0
8,5,0,0,0,0,BTN,30,0
10,7,0,0,0,0,BTN,4,1
3,2,0,0,1,0,BB,25,0
9,5,0,1,0,0,BB,4,0
10,3,0,0,0,0,UTG,8,0
13,5,0,1,0,0,UTG,6,0
9,7,0,0,0,0,MP,20,0
11,11,1,0,0,1,BTN,40,1
12,9,0,1,0,0,BTN,9,1
11,4,0,0,0,0,BB,15,0
11,6,0,0,0,0,BB,5,0
9,5,0,1,0,0,BTN,9,1
13,12,0,0,1,1,SB,20,1
8,6,0,0,0,0,MP,6,0
10,5,0,0,0,0,CO,4,0
13,8,0,0,0,0,SB,15,1
8,3,0,0,0,0,MP,6,0
12,10,0,0,0,1,MP,10,0
7,5,0,0,0,0,BB,40,0
9,5,0,0,0,0,UTG,20,0
10,2,0,0,0,0,UTG,5,0
9,6,0,0,0,0,UTG,80,0
7,6,0,0,1,0,UTG,15,0
6,6,1,0,0,0,SB,60,1
10,9,0,0,1,0,MP,80,0
14,12,0,0,0,1,CO,100,0
14,12,0,0,0,1,MP,40,0
10,8,0,1,0,0,BB,30,0
9,4,0,0,0,0,CO,10,0
10,6,0,0,0,0,BTN,60,0
7,7,1,0,0,0,BTN,6,1
4,2,0,1,0,0,UTG,15,0
7,6,0,0,1,0,SB,12,0
10,4,0,0,0,0,BTN,4,0
11,10,0,0,1,1,BB,8,0
7,6,0,1,1,0,MP,25,0
14,2,0,1,1,0,MP,25,0
13,10,0,1,0,1,MP,25,0
7,3,0,0,0,0,MP,40,0
12,10,0,0,0,1,CO,10,0
4,3,0,0,1,0,BB,9,0
13,11,0,0,0,1,SB,6,1
7,5,0,0,0,0,UTG,40,0
8,3,0,0,0,0,UTG,5,0
9,3,0,0,0,0,BTN,15,0
13,2,0,0,0,0,CO,6,0
14,10,0,0,0,1,MP,25,0
4,4,1,0,0,0,MP,40,0
8,7,0,0,1,0,MP,6,0
6,2,0,0,0,0,BB,7,0
7,6,0,0,1,0,UTG,5,0
12,6,0,1,0,0,MP,100,0
13,9,0,0,0,0,CO,7,0
12,2,0,0,0,0,CO,6,0
5,3,0,0,0,0,BTN,60,0
13,11,0,0,0,1,BB,10,0
14,13,0,0,1,1,BB,4,0
5,3,0,0,0,0,BTN,5,0
14,2,0,0,1,0,SB,100,0
12,6,0,0,0,0,MP,12,0
14,11,0,0,0,1,BTN,5,1
12,11,0,0,1,1,SB,9,1
11,3,0,1,0,0,CO,60,0
12,11,0,0,1,1,BTN,100,0
11,8,0,1,0,0,SB,12,1
12,4,0,0,0,0,BB,6,0
13,2,0,0,0,0,MP,30,0
11,5,0,0,0,0,MP,6,0
11,6,0,1,0,0,BB,40,0
9,5,0,0,0,0,SB,30,0
8,4,0,1,0,0,UTG,5,0
5,3,0,0,0,0,SB,10,0
11,4,0,0,0,0,BB,7,0
14,10,0,0,0,1,MP,4,0
9,3,0,0,0,0,SB,40,0
14,3,0,0,0,0,MP,9,0
14,14,1,0,0,1,BTN,5,1
5,3,0,0,0,0,BTN,5,0
13,9,0,0,0,0,UTG,30,0
8,7,0,0,1,0,MP,9,0
13,2,0,0,0,0,BTN,6,1
4,2,0,1,0,0,UTG,60,0
13,10,0,0,0,1,CO,9,0
10,8,0,1,0,0,BTN,10,1
12,10,0,0,0,1,UTG,7,0
11,6,0,0,0,0,UTG,80,0
8,4,0,0,0,0,UTG,60,0
10,4,0,0,0,0,UTG,9,0
6,2,0,0,0,0,BTN,7,0
10,2,0,0,0,0,SB,15,0
13,10,0,0,0,1,BTN,30,1
7,4,0,0,0,0,BB,5,0
9,2,0,0,0,0,UTG,80,0
12,6,0,0,0,0,BTN,8,1
9,4,0,1,0,0,BB,10,0
12,5,0,0,0,0,CO,30,0
12,8,0,1,0,0,SB,60,0
14,5,0,0,0,0,CO,7,0
12,8,0,0,0,0,BTN,25,0
13,7,0,0,0,0,BB,10,0
14,5,0,0,0,0,SB,12,1
8,7,0,1,1,0,BB,80,0
14,6,0,1,0,0,SB,12,1
9,3,0,0,0,0,CO,40,0
9,3,0,0,0,0,MP,80,0
12,9,0,1,0,0,BTN,5,1
13,2,0,1,0,0,BB,7,0
6,5,0,0,1,0,BTN,15,0
3,2,0,0,1,0,MP,7,0
12,4,0,0,0,0,BB,5,0
10,2,0,0,0,0,SB,60,0
8,6,0,0,0,0,MP,10,0
10,3,0,0,0,0,UTG,80,0
12,6,0,1,0,0,SB,12,1
7,6,0,0,1,0,MP,6,0
3,2,0,0,1,0,BB,6,0
13,12,0,0,1,1,UTG,80,0
11,4,0,0,0,0,BTN,60,0
9,9,1,0,0,0,BB,8,0
7,6,0,1,1,0,SB,4,1
13,4,0,0,0,0,MP,5,0
13,11,0,0,0,1,UTG,100,0
12,10,0,0,0,1,BTN,20,1
10,4,0,0,0,0,MP,40,0
13,10,0,1,0,1,CO,80,0
13,9,0,1,0,0,CO,80,0
11,5,0,0,0,0,SB,7,0
14,3,0,0,0,0,SB,7,1
14,11,0,0,0,1,UTG,9,0
12,6,0,0,0,0,MP,7,0
9,2,0,0,0,0,BB,9,0
12,2,0,0,0,0,CO,40,0
7,5,0,1,0,0,UTG,15,0
14,2,0,0,1,0,UTG,100,0
9,7,0,0,0,0,BB,12,0
4,2,0,1,0,0,CO,8,0
8,7,0,0,1,0,CO,20,0
8,2,0,0,0,0,BB,12,0
14,3,0,1,0,0,CO,40,0
10,8,0,0,0,0,UTG,40,0
3,2,0,0,1,0,CO,9,0
10,5,0,0,0,0,UTG,12,0
10,3,0,0,0,0,BTN,15,0
3,2,0,1,1,0,CO,100,0
11,10,0,0,1,1,MP,12,0
10,2,0,0,0,0,BTN,9,0
13,7,0,0,0,0,BTN,15,1
14,5,0,0,0,0,BTN,4,1
10,7,0,0,0,0,UTG,60,0
11,6,0,1,0,0,MP,60,0
12,4,0,0,0,0,CO,6,0
8,7,0,0,1,0,MP,12,0
14,5,0,1,0,0,BTN,9,1
8,5,0,0,0,0,MP,15,0
12,8,0,1,0,0,UTG,25,0
14,14,1,0,0,1,CO,25,0
14,4,0,1,0,0,CO,40,0
9,4,0,1,0,0,MP,10,0
6,5,0,0,1,0,CO,30,0
3,3,1,0,0,0,MP,12,0
10,9,0,0,1,0,BTN,10,1
13,9,0,0,0,0,UTG,20,0
14,12,0,0,0,1,UTG,6,0
9,7,0,0,0,0,SB,40,0
14,6,0,0,0,0,CO,60,0
6,3,0,0,0,0,CO,4,0
12,11,0,0,1,1,BB,10,0
12,5,0,1,0,0,BB,20,0
7,3,0,0,0,0,SB,6,0
13,10,0,0,0,1,UTG,9,0
13,2,0,0,0,0,UTG,8,0
5,3,0,0,0,0,CO,4,0
8,7,0,0,1,0,SB,80,0
8,3,0,0,0,0,UTG,8,0
10,6,0,0,0,0,BTN,4,1
10,2,0,1,0,0,BTN,6,1
14,12,0,0,0,1,UTG,10,0
13,12,0,1,1,1,UTG,7,0
14,9,0,0,0,0,SB,12,1
14,10,0,0,0,1,SB,8,1
10,8,0,0,0,0,CO,60,0
7,3,0,1,0,0,BTN,5,0
10,7,0,0,0,0,CO,4,0
10,5,0,1,0,0,BB,9,0
13,4,0,0,0,0,BB,100,0
9,2,0,0,0,0,CO,80,0
14,3,0,0,0,0,BTN,7,1
14,2,0,1,1,0,BB,12,0
4,4,1,0,0,0,UTG,9,0
14,3,0,0,0,0,CO,10,0
14,2,0,0,1,0,CO,4,0
8,7,0,0,1,0,BTN,60,0
8,2,0,0,0,0,BB,10,0
12,3,0,0,0,0,BB,25,0
9,5,0,1,0,0,MP,30,0
7,3,0,0,0,0,BTN,30,0
3,3,1,0,0,0,UTG,80,0
10,3,0,0,0,0,CO,7,0
8,2,0,0,0,0,CO,7,0
13,10,0,0,0,1,SB,25,1
13,4,0,0,0,0,UTG,12,0
12,2,0,0,0,0,CO,60,0
7,3,0,0,0,0,BB,6,0
13,9,0,0,0,0,BB,12,0
13,7,0,1,0,0,BTN,100,0
14,8,0,0,0,0,BB,15,0
11,2,0,0,0,0,BB,20,0
13,2,0,0,0,0,UTG,60,0
6,3,0,0,0,0,UTG,12,0
8,2,0,0,0,0,MP,30,0
8,8,1,0,0,0,CO,30,0
13,10,0,0,0,1,SB,9,1
9,5,0,0,0,0,BTN,8,0
11,5,0,0,0,0,MP,20,0
8,6,0,0,0,0,BB,15,0
13,5,0,0,0,0,CO,6,0
14,12,0,0,0,1,CO,40,0
6,5,0,0,1,0,CO,7,0
9,3,0,0,0,0,MP,5,0
8,4,0,0,0,0,UTG,25,0
5,5,1,0,0,0,SB,4,1
14,7,0,0,0,0,BTN,25,1
12,11,0,0,1,1,CO,60,0
14,11,0,0,0,1,BTN,80,1
9,4,0,0,0,0,SB,15,0
13,12,0,0,1,1,BB,12,0
13,12,0,0,1,1,BB,7,0
11,10,0,0,1,1,BB,15,0
13,9,0,0,0,0,BB,9,0
7,7,1,0,0,0,MP,20,0
9,3,0,0,0,0,SB,60,0
4,2,0,1,0,0,BTN,80,0
14,10,0,0,0,1,CO,10,0
10,5,0,0,0,0,SB,8,0
11,8,0,1,0,0,UTG,4,0
13,8,0,0,0,0,MP,6,0
11,6,0,0,0,0,SB,9,0
6,5,0,0,1,0,CO,6,0
9,5,0,1,0,0,BB,60,0
11,5,0,0,0,0,UTG,6,0
8,5,0,0,0,0,MP,10,0
